precipitation_lag_30,runoff_lag_30,precipitation_lag_29,runoff_lag_29,precipitation_lag_28,runoff_lag_28,precipitation_lag_27,runoff_lag_27,precipitation_lag_26,runoff_lag_26,precipitation_lag_25,runoff_lag_25,precipitation_lag_24,runoff_lag_24,precipitation_lag_23,runoff_lag_23,precipitation_lag_22,runoff_lag_22,precipitation_lag_21,runoff_lag_21,precipitation_lag_20,runoff_lag_20,precipitation_lag_19,runoff_lag_19,precipitation_lag_18,runoff_lag_18,precipitation_lag_17,runoff_lag_17,precipitation_lag_16,runoff_lag_16,precipitation_lag_15,runoff_lag_15,precipitation_lag_14,runoff_lag_14,precipitation_lag_13,runoff_lag_13,precipitation_lag_12,runoff_lag_12,precipitation_lag_11,runoff_lag_11,precipitation_lag_10,runoff_lag_10,precipitation_lag_9,runoff_lag_9,precipitation_lag_8,runoff_lag_8,precipitation_lag_7,runoff_lag_7,precipitation_lag_6,runoff_lag_6,precipitation_lag_5,runoff_lag_5,precipitation_lag_4,runoff_lag_4,precipitation_lag_3,runoff_lag_3,precipitation_lag_2,runoff_lag_2,precipitation_lag_1,runoff_lag_1
0.0,0.07261592300962381,0.06844368013757524,0.06751239428404784,0.12880481513327602,0.06605424321959756,0.07067927773000861,0.06445027704870225,0.0586414445399828,0.06364829396325461,0.0,0.06109652960046661,0.024591573516766982,0.05861767279090114,0.03181427343078246,0.05745115193934092,0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632
0.06844368013757524,0.06751239428404784,0.12880481513327602,0.06605424321959756,0.07067927773000861,0.06445027704870225,0.0586414445399828,0.06364829396325461,0.0,0.06109652960046661,0.024591573516766982,0.05861767279090114,0.03181427343078246,0.05745115193934092,0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375
0.12880481513327602,0.06605424321959756,0.07067927773000861,0.06445027704870225,0.0586414445399828,0.06364829396325461,0.0,0.06109652960046661,0.024591573516766982,0.05861767279090114,0.03181427343078246,0.05745115193934092,0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375,0.16079105760963025,0.03251676873724118
0.07067927773000861,0.06445027704870225,0.0586414445399828,0.06364829396325461,0.0,0.06109652960046661,0.024591573516766982,0.05861767279090114,0.03181427343078246,0.05745115193934092,0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375,0.16079105760963025,0.03251676873724118,0.01840068787618229,0.03215223097112861
0.0586414445399828,0.06364829396325461,0.0,0.06109652960046661,0.024591573516766982,0.05861767279090114,0.03181427343078246,0.05745115193934092,0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375,0.16079105760963025,0.03251676873724118,0.01840068787618229,0.03215223097112861,0.0,0.03178769320501604
0.0,0.06109652960046661,0.024591573516766982,0.05861767279090114,0.03181427343078246,0.05745115193934092,0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375,0.16079105760963025,0.03251676873724118,0.01840068787618229,0.03215223097112861,0.0,0.03178769320501604,0.0,0.031058617672790903
0.024591573516766982,0.05861767279090114,0.03181427343078246,0.05745115193934092,0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375,0.16079105760963025,0.03251676873724118,0.01840068787618229,0.03215223097112861,0.0,0.03178769320501604,0.0,0.031058617672790903,0.0,0.03032954214056576
0.03181427343078246,0.05745115193934092,0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375,0.16079105760963025,0.03251676873724118,0.01840068787618229,0.03215223097112861,0.0,0.03178769320501604,0.0,0.031058617672790903,0.0,0.03032954214056576,0.0,0.030256634587343248
0.0469475494411006,0.05482648002333042,0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375,0.16079105760963025,0.03251676873724118,0.01840068787618229,0.03215223097112861,0.0,0.03178769320501604,0.0,0.031058617672790903,0.0,0.03032954214056576,0.0,0.030256634587343248,0.003783319002579536,0.029965004374453194
0.0,0.05351414406532517,0.23267411865864143,0.052785068533100034,0.0,0.05242053076698746,0.0,0.04738990959463401,0.0,0.04345290172061826,0.0,0.04330708661417323,0.15494411006018916,0.04308836395450569,0.14789337919174547,0.04199475065616798,0.0,0.041265675123942844,0.0,0.0405365995917177,0.0,0.03980752405949257,0.07824591573516766,0.039078448527267426,0.09028374892519346,0.03834937299504229,0.0,0.03762029746281715,0.04213241616509029,0.03652668416447944,0.12192605331040413,0.03616214639836687,0.19828030954428202,0.035797608632254306,0.056921754084264836,0.035068533100029164,0.03920894239036973,0.03433945756780402,0.0,0.033974919801691456,0.0,0.03324584426946632,0.1112639724849527,0.03288130650335375,0.16079105760963025,0.03251676873724118,0.01840068787618229,0.03215223097112861,0.0,0.03178769320501604,0.0,0.031058617672790903,0.0,0.03032954214056576,0.0,0.030256634587343248,0.003783319002579536,0.029965004374453194,0.0,0.029600466608340627
